plate_num,temperature_deg_c,time_h,scale_mol,stirring_shaking,concentration_mol_l,startingmat_1_name,startingmat_1_eq,startingmat_2_name,startingmat_2_eq,reagent_1_cas,reagent_1_name,reagent_1_smiles,reagent_1_eq,catalyst_cas,catalyst_name,catalyst_smiles,catalyst_eq,ligand_cas,ligand_name,ligand_eq,solvent_1_cas,solvent_1_name,solvent_1_smiles,solvent_1_fraction,solvent_2_cas,solvent_2_name,solvent_2_smiles,solvent_2_fraction,product_1_area%,selectivity_area%
2,55,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,534-17-8,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,2097604-70-9,Tyrannophos,0.05,67-56-1,MeOH,CO,0.75,7732-18-5,water,O,0.25,0,0
2,55,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,7778-53-2,K3PO4,[K].OP(O)(O)=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,2622-14-2,PCy3,0.05,75-85-4,tAmOH,CCC(C)(C)O,0.75,67-56-1,MeOH,CO,0.25,0,0
2,55,18,7.50E-05,st_400,0.417,ArBr,1,RBPin,1.5,7778-53-2,K3PO4,[K].OP(O)(O)=O,2,40759-64-6,[Ni(COD)(DQ)],CC1=C(C)C(C(C)=C(C)C1=O)=O.C2=C\CC/C=C\CC/2.[Ni],0.025,857356-94-6,Me4tBuXPhos,0.05,75-85-4,tAmOH,CCC(C)(C)O,1,,none,,,0,0
2,55,18,7.50E-05,st_400,0.417,ArBr,1,RBPin,1.5,7778-53-2,K3PO4,[K].OP(O)(O)=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,857356-94-6,Me4tBuXPhos,0.05,75-85-4,tAmOH,CCC(C)(C)O,1,,none,,,0,0
2,55,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,534-17-8,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,247940-06-3,CyJohnPhos,0.05,75-85-4,tAmOH,CCC(C)(C)O,0.75,7732-18-5,water,O,0.25,0,0
2,55,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,534-17-8,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,855-38-9,P(4-OMe-C6H4)3,0.05,75-85-4,tAmOH,CCC(C)(C)O,0.75,7732-18-5,water,O,0.25,0,0
2,55,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,534-17-8,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,6163-58-2,P(oTol)3,0.05,75-85-4,tAmOH,CCC(C)(C)O,0.75,7732-18-5,water,O,0.25,0,0
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,534-17-8,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,2097604-70-9,Tyrannophos,0.05,75-85-4,tAmOH,CCC(C)(C)O,0.75,7732-18-5,water,O,0.25,0.9677790647,0.9677790647
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,534-17-8,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,2622-14-2,PCy3,0.05,75-85-4,tAmOH,CCC(C)(C)O,0.75,7732-18-5,water,O,0.25,0.9416047639,1
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,534-17-8,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,40438-64-0,CyAmPhos,0.05,75-85-4,tAmOH,CCC(C)(C)O,0.75,7732-18-5,water,O,0.25,0.8885121705,0.8885121705
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,534-17-8,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,1308652-66-5,EtPhenCar-Phos,0.05,75-85-4,tAmOH,CCC(C)(C)O,0.75,7732-18-5,water,O,0.25,0.8729461381,0.8729461381
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,6674-22-2,DBU,C1CCN2CCCN=C2CC1,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,897665-73-5,PAd3,0.05,67-63-0,iPrOH,CC(C)O,0.75,7732-18-5,water,O,0.25,0.7795679068,0.7795679068
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,534-17-8,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,855-38-9,P(4-OMe-C6H4)3,0.05,75-85-4,tAmOH,CCC(C)(C)O,0.75,7732-18-5,water,O,0.25,0.7689913767,0.8607918609
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,534-17-8,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,93634-87-8,PtBuCy2,0.05,75-85-4,tAmOH,CCC(C)(C)O,0.75,7732-18-5,water,O,0.25,0.7562506166,0.965735769
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,6674-22-2,DBU,C1CCN2CCCN=C2CC1,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,2622-14-2,PCy3,0.05,67-63-0,iPrOH,CC(C)O,0.75,7732-18-5,water,O,0.25,0.7380216105,0.7380216105
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,7087-68-5,DIPEA,CCN(C(C)C)C(C)C,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,1257847-61-2,cataCXium PiPr,0.05,67-63-0,iPrOH,CC(C)O,0.75,7732-18-5,water,O,0.25,0.7252905302,0.8911474567
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,6674-22-2,DBU,C1CCN2CCCN=C2CC1,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,794527-14-3,cataCXium PICy,0.05,67-63-0,iPrOH,CC(C)O,0.75,7732-18-5,water,O,0.25,0.7194826899,0.7194826899
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,7087-68-5,DIPEA,CCN(C(C)C)C(C)C,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,384842-24-4,Cy-vBRIDP,0.05,67-63-0,iPrOH,CC(C)O,0.75,7732-18-5,water,O,0.25,0.7158933545,0.8518966121
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,6674-22-2,DBU,C1CCN2CCCN=C2CC1,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,2097604-70-9,Tyrannophos,0.05,67-63-0,iPrOH,CC(C)O,0.75,7732-18-5,water,O,0.25,0.7112140555,0.7112140555
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,6674-22-2,DBU,C1CCN2CCCN=C2CC1,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,247940-06-3,CyJohnPhos,0.05,67-63-0,iPrOH,CC(C)O,0.75,7732-18-5,water,O,0.25,0.695411842,0.695411842
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,7087-68-5,DIPEA,CCN(C(C)C)C(C)C,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,897665-73-5,PAd3,0.05,67-63-0,iPrOH,CC(C)O,0.75,7732-18-5,water,O,0.25,0.6861119644,0.9494994979
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,6674-22-2,DBU,C1CCN2CCCN=C2CC1,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,1160861-60-8,JackiePhos,0.05,67-63-0,iPrOH,CC(C)O,0.75,7732-18-5,water,O,0.25,0.6832987659,0.6832987659
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,6674-22-2,DBU,C1CCN2CCCN=C2CC1,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,855-38-9,P(4-OMe-C6H4)3,0.05,67-63-0,iPrOH,CC(C)O,0.75,7732-18-5,water,O,0.25,0.6737538319,0.6737538319
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,534-17-8,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,384842-24-4,Cy-vBRIDP,0.05,75-85-4,tAmOH,CCC(C)(C)O,0.75,7732-18-5,water,O,0.25,0.6029208999,0.8329205016
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,534-17-8,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,897665-73-5,PAd3,0.05,75-85-4,tAmOH,CCC(C)(C)O,0.75,7732-18-5,water,O,0.25,0.6009595669,0.9569024864
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,7087-68-5,DIPEA,CCN(C(C)C)C(C)C,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,794527-14-3,cataCXium PICy,0.05,67-63-0,iPrOH,CC(C)O,0.75,7732-18-5,water,O,0.25,0.5931868278,0.850811722
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,7087-68-5,DIPEA,CCN(C(C)C)C(C)C,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,1160861-60-8,JackiePhos,0.05,75-85-4,tAmOH,CCC(C)(C)O,0.75,7732-18-5,water,O,0.25,0.5585770677,0.7812954247
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,534-17-8,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,2622-14-2,PCy3,0.05,67-63-0,iPrOH,CC(C)O,0.75,7732-18-5,water,O,0.25,0.5530374533,0.8372168791
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,534-17-8,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,1053658-91-5,cataCXium POMetB,0.05,75-85-4,tAmOH,CCC(C)(C)O,0.75,7732-18-5,water,O,0.25,0.5503213394,0.812761365
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,534-17-8,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,2489243-29-8,GPhos,0.05,75-85-4,tAmOH,CCC(C)(C)O,0.75,7732-18-5,water,O,0.25,0.548572074,0.7971854205
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,534-17-8,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,13406-29-6,P(4-CF3-C6H4)3,0.05,75-85-4,tAmOH,CCC(C)(C)O,0.75,7732-18-5,water,O,0.25,0.5363386775,0.7627337745
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,534-17-8,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,395116-70-8,cataCXium ABn,0.05,75-85-4,tAmOH,CCC(C)(C)O,0.75,7732-18-5,water,O,0.25,0.5344826331,0.9108751913
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,7087-68-5,DIPEA,CCN(C(C)C)C(C)C,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,2489243-29-8,GPhos,0.05,67-63-0,iPrOH,CC(C)O,0.75,7732-18-5,water,O,0.25,0.5317767395,0.6871589035
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,534-17-8,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,857356-94-6,Me4tBuXPhos,0.05,75-85-4,tAmOH,CCC(C)(C)O,0.75,7732-18-5,water,O,0.25,0.5105175753,0.7860071883
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,534-17-8,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,2097604-70-9,Tyrannophos,0.05,67-63-0,iPrOH,CC(C)O,0.75,7732-18-5,water,O,0.25,0.5096545875,0.7790585707
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,7087-68-5,DIPEA,CCN(C(C)C)C(C)C,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,5518-52-5,P(2-Fur)3,0.05,67-63-0,iPrOH,CC(C)O,0.75,7732-18-5,water,O,0.25,0.5024940653,0.7798593325
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,534-17-8,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,894086-00-1,BippyPhos,0.05,75-85-4,tAmOH,CCC(C)(C)O,0.75,7732-18-5,water,O,0.25,0.4945027001,0.6809708609
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,534-17-8,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,947402-57-5,NPCy2-Phendolephos,0.05,75-85-4,tAmOH,CCC(C)(C)O,0.75,7732-18-5,water,O,0.25,0.4877578091,0.6992202514
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,534-17-8,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,794527-14-3,cataCXium PICy,0.05,75-85-4,tAmOH,CCC(C)(C)O,0.75,7732-18-5,water,O,0.25,0.4691004471,0.7861534073
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,534-17-8,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,5518-52-5,P(2-Fur)3,0.05,75-85-4,tAmOH,CCC(C)(C)O,0.75,7732-18-5,water,O,0.25,0.4649862199,0.7374331921
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,6674-22-2,DBU,C1CCN2CCCN=C2CC1,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,5518-52-5,P(2-Fur)3,0.05,67-63-0,iPrOH,CC(C)O,0.75,7732-18-5,water,O,0.25,0.4631817407,0.4771109135
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,534-17-8,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,1021176-69-1,CyBippyPhos,0.05,75-85-4,tAmOH,CCC(C)(C)O,0.75,7732-18-5,water,O,0.25,0.4481542151,0.6569057428
3,85,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,534-17-8,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,1067175-36-3,Amidolephos,0.05,75-85-4,tAmOH,CCC(C)(C)O,0.75,7732-18-5,water,O,0.25,0.3623686715,0.6431976048
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,534-17-8,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,40438-64-0,CyAmPhos,0.05,67-63-0,iPrOH,CC(C)O,0.75,7732-18-5,water,O,0.25,0.2926978651,0.4923699971
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,534-17-8,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,1160861-60-8,JackiePhos,0.05,75-85-4,tAmOH,CCC(C)(C)O,0.75,7732-18-5,water,O,0.25,0.2853639511,0.7574945065
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,534-17-8,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,1308652-66-5,EtPhenCar-Phos,0.05,67-63-0,iPrOH,CC(C)O,0.75,7732-18-5,water,O,0.25,0.2797681803,0.4849766719
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,534-17-8,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,6476-37-5,PCy2Ph,0.05,67-63-0,iPrOH,CC(C)O,0.75,7732-18-5,water,O,0.25,0.2212125932,0.4918724347
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,534-17-8,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,603-35-0,PPh3,0.05,67-63-0,iPrOH,CC(C)O,0.75,7732-18-5,water,O,0.25,0.2196600716,0.5155653479
3,70,18,7.50E-05,st_400,0.313,ArBr,1,RBPin,1.5,534-17-8,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,2,27057-09-6,[Ni(oTol)(Cl)(PPh3)2],Cl[Ni]C1=CC=CC=C1C.P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.P(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,0.025,6372-42-5,CyPPh2,0.05,67-63-0,iPrOH,CC(C)O,0.75,7732-18-5,water,O,0.25,0.2162056675,0.4735029032
